,Cluster ID,Unnamed: 1,title,book,id,date,lang
451,815,451,Das Latin Text Archive (LTA) – Digitale Historische Semantik von der Projektentwicklung an der Universität zur Institutionalisierung an der Akademie 2019,"Geyken, Alexander / Boenig, Matthias / Haaf, Susanne / Jurish, Bryan / Thomas, Christian / Wiegand, Frank (2018): „Das Deutsche Textarchiv als Forschungsplattform für historische Daten in CLARIN“, in: Lobin, Henning/ Schneider, Roman / Witt, Andreas (Hgg.): Digitale Infrastrukturen für die germanistische Forschung (= Germanistische Sprachwissenschaft um 2020, Bd. 6). Berlin/Boston: De Gruyter, 219–248. https://doi.org/10.1515/9783110538663-011",../dhd_2019/TEI/GEELHAAR_Tim_Das_Latin_Text_Archive__LTA____Digitale_Histori.xml__5,2018,de
452,816,452,Das Latin Text Archive (LTA) – Digitale Historische Semantik von der Projektentwicklung an der Universität zur Institutionalisierung an der Akademie 2019,"Jussen, Bernhard, Mehler, Alexander / Ernst, Alexandra (2007): „A Corpus Management System for Historical Semantics. Sprache und Datenverarbeitung“, in: International Journal for Language Data Processing 31/2: 81-87.",../dhd_2019/TEI/GEELHAAR_Tim_Das_Latin_Text_Archive__LTA____Digitale_Histori.xml__6,2007,en
453,817,453,Das Latin Text Archive (LTA) – Digitale Historische Semantik von der Projektentwicklung an der Universität zur Institutionalisierung an der Akademie 2019,"Jussen, Bernhard (2000). Der Name der Witwe. Erkundungen zur Semantik der mittelalterlichen Bußkultur. (VMPIG, Bd. 158). Göttingen.",../dhd_2019/TEI/GEELHAAR_Tim_Das_Latin_Text_Archive__LTA____Digitale_Histori.xml__7,2000,de
454,818,454,Das Latin Text Archive (LTA) – Digitale Historische Semantik von der Projektentwicklung an der Universität zur Institutionalisierung an der Akademie 2019,"Piotrowski, Michael (2018): „Digital Humanities – An explication”, in: Burghardt, Manuel, Müller-Birn, Christian (eds.): INF-DH 2018 – Workshopband, 25. Sept. 2018, Berlin https://doi.org/10.18420/infdh2018-07",../dhd_2019/TEI/GEELHAAR_Tim_Das_Latin_Text_Archive__LTA____Digitale_Histori.xml__8,2018,en
455,819,455,Das Latin Text Archive (LTA) – Digitale Historische Semantik von der Projektentwicklung an der Universität zur Institutionalisierung an der Akademie 2019,"Schwandt, Silke (2018): „Digitale Methoden für die Historische Semantik. Auf den Spuren von Begriffen in digitalen Korpora“, in: Geschichte und Gesellschaft 44: 107-134. https://doi.org/10.13109/gege.2018.44.1.107",../dhd_2019/TEI/GEELHAAR_Tim_Das_Latin_Text_Archive__LTA____Digitale_Histori.xml__9,2018,de
456,820,456,Visualisierung zwischen Pluralismus und Fragmentierung: Zur Integration von multiplen Perspektiven auf kulturelle Sammlungen 2019,"Dörk, M., Carpendale, S., & Williamson, C. (2011). The information flaneur: A fresh look at information seeking. In Proceedings of the SIGCHI conference on human factors in computing systems (pp. 1215-1224). ACM. DOI: https://doi.org/10.1145/1978942.1979124",../dhd_2019/TEI/MAYR_Eva_Visualisierung_zwischen_Pluralismus_und_Fragmentier.xml__0,2011,en
457,821,457,Visualisierung zwischen Pluralismus und Fragmentierung: Zur Integration von multiplen Perspektiven auf kulturelle Sammlungen 2019,"Dörk, M., Pietsch, C., & Credico, G. (2017). One view is not enough. Information Design Journal , 23 (1), 39-47.",../dhd_2019/TEI/MAYR_Eva_Visualisierung_zwischen_Pluralismus_und_Fragmentier.xml__1,2017,en
458,822,458,Visualisierung zwischen Pluralismus und Fragmentierung: Zur Integration von multiplen Perspektiven auf kulturelle Sammlungen 2019,"Mayr, E., Schreder, G., Salisu, S. & Windhager, F.. (2018) Integrated Visualization of Space and Time: A Distributed Cognition Perspective . Manuscript in preparation.",../dhd_2019/TEI/MAYR_Eva_Visualisierung_zwischen_Pluralismus_und_Fragmentier.xml__2,2018,en
459,823,459,Visualisierung zwischen Pluralismus und Fragmentierung: Zur Integration von multiplen Perspektiven auf kulturelle Sammlungen 2019,"Qu, Z and Hullman, J 2018, Keeping Multiple Views Consistent: Constraints, Validations, and Exceptions in Visualization Authoring, IEEE Transactions on Visualization and Computer Graphics , 24 (1), p. 468-477. DOI: https://doi.org/10.1109/TVCG.2017.2744198",../dhd_2019/TEI/MAYR_Eva_Visualisierung_zwischen_Pluralismus_und_Fragmentier.xml__3,2018,en
460,824,460,Visualisierung zwischen Pluralismus und Fragmentierung: Zur Integration von multiplen Perspektiven auf kulturelle Sammlungen 2019,"Schreder, G., Windhager, F., Smuc, M., & Mayr, E. (2016). A Mental Models Perspective on Designing Information Visualizations for Political Communication. JeDEM-eJournal of eDemocracy & Open Government , 8 (3), 80-99.",../dhd_2019/TEI/MAYR_Eva_Visualisierung_zwischen_Pluralismus_und_Fragmentier.xml__4,2016,en
461,82,461,Visualisierung zwischen Pluralismus und Fragmentierung: Zur Integration von multiplen Perspektiven auf kulturelle Sammlungen 2019,"Whitelaw, M. (2015). Generous Interfaces for Digital Cultural Collections. DHQ: Digital Humanities Quarterly , 9 (1).",../dhd_2019/TEI/MAYR_Eva_Visualisierung_zwischen_Pluralismus_und_Fragmentier.xml__5,2015,en
462,83,462,Visualisierung zwischen Pluralismus und Fragmentierung: Zur Integration von multiplen Perspektiven auf kulturelle Sammlungen 2019,"Windhager, F., Federico, P., Schreder, G., Glinka, K., Dörk, M., Miksch, S., & Mayr, E. (2018). Visualization of Cultural Heritage Collection Data: State of the Art and Future Challenges. IEEE Transactions on Visualization and Computer Graphics . DOI: 10.1109/TVCG.2018.2830759",../dhd_2019/TEI/MAYR_Eva_Visualisierung_zwischen_Pluralismus_und_Fragmentier.xml__6,2018,en
463,825,463,Visualisierung zwischen Pluralismus und Fragmentierung: Zur Integration von multiplen Perspektiven auf kulturelle Sammlungen 2019,"Windhager, F., Salisu, S., Schreder, G., & Mayr, E. (2018). Orchestrating Overviews: A Synoptic Approach to the Visualization of Cultural Collections. Open Library of Humanities , 4 (2). DOI: http://doi.org/10.16995/olh.276",../dhd_2019/TEI/MAYR_Eva_Visualisierung_zwischen_Pluralismus_und_Fragmentier.xml__7,2018,en
464,826,464,Annotation gesprochener Daten mit WebAnno-MM 2019,"Eckart de Castilho, Richard / Biemann, Chris / Gurevych, Iryna / Yiman, Seid Muhie (2014): “WebAnno: a flexible, web-based annotation tool for CLARIN”, in: Proceedings of the CLARIN Annual Conference 2014 1-3.",../dhd_2019/TEI/HEDELAND_Hanna_Annotation_gesprochener_Daten_mit_WebAnno_MM.xml__0,2014,en
465,85,465,Annotation gesprochener Daten mit WebAnno-MM 2019,"Ferrucci, David / Lally, Adam (2004): “UIMA: An Architectural Approach to Unstructured Information Processing in the Corporate Research Environment”, in: Natural Language Engineering, 10(3–4): 327-348.",../dhd_2019/TEI/HEDELAND_Hanna_Annotation_gesprochener_Daten_mit_WebAnno_MM.xml__1,2004,en
466,827,466,Annotation gesprochener Daten mit WebAnno-MM 2019,"Remus, Steffen / Hedeland, Hanna / Ferger, Anne / Bührig, Kristin / Biemann, Chris (2018): “WebAnno meets EXMARaLDA”, in: Selected papers from the CLARIN Annual Conference 2018, Pisa, 8–10 October 2018. Linköping: University Electronic Press.",../dhd_2019/TEI/HEDELAND_Hanna_Annotation_gesprochener_Daten_mit_WebAnno_MM.xml__2,2018,en
467,86,467,Annotation gesprochener Daten mit WebAnno-MM 2019,"Schmidt, Thomas / Wörner, Kai (2014): “EXMARaLDA“, in: Durand, Jacques / Gut, Ulrike / Kristoffersen, Gjert (eds.): Handbook on Corpus Phonology. Oxford: University Press 402-419.",../dhd_2019/TEI/HEDELAND_Hanna_Annotation_gesprochener_Daten_mit_WebAnno_MM.xml__3,2014,en
468,828,468,Annotation gesprochener Daten mit WebAnno-MM 2019,"Schmidt, Thomas / Hedeland, Hanna / Jettka, Daniel (2017): “Conversion and annotation web services for spoken language data in CLARIN”, in: Selected papers from the CLARIN Annual Conference 2016, Aix-en-Provence, 26–28 October 2016. Linköping: University Electronic Press 113–130.",../dhd_2019/TEI/HEDELAND_Hanna_Annotation_gesprochener_Daten_mit_WebAnno_MM.xml__4,2017,en
469,829,469,Annotation gesprochener Daten mit WebAnno-MM 2019,"Sloetjes, Han (2014): “ELAN: Multimedia annotation application”, in: Durand, Jacques / Gut, Ulrike / Kristoffersen, Gjert (eds.): Handbook on Corpus Phonology. Oxford: University Press 305–320.",../dhd_2019/TEI/HEDELAND_Hanna_Annotation_gesprochener_Daten_mit_WebAnno_MM.xml__5,2014,en
470,87,470,Annotation gesprochener Daten mit WebAnno-MM 2019,"Yimam, Seid Muhie / Gurevych, Iryna / Eckart de Castilho, Richard / Biemann, Chris (2013): ""WebAnno: A flexible, web-based and visually supported system for distributed annotations”, in: Proceedings of the 51st Annual Meeting of the Association for Computational Linguistics: System Demonstrations, Sofia, Bulgaria 1-6.",../dhd_2019/TEI/HEDELAND_Hanna_Annotation_gesprochener_Daten_mit_WebAnno_MM.xml__6,2013,en
471,830,471,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“ 2019,"Bryant, Antony; Charmaz, Kathy (Hg.): The SAGE handbook of Grounded Theory. Los Angeles 2007.",../dhd_2019/TEI/KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__0,2007,en
472,88,472,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“ 2019,"Foucault, Michel: Archäologie des Wissens. Frankfurt a.M. 1973.",../dhd_2019/TEI/KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__1,1973,de
473,831,473,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“ 2019,"Foucault, Michel: Die Ordnung des Diskurses. Frankfurt a.M. 1991 [1971].",../dhd_2019/TEI/KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__2,1991,de
474,832,474,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“ 2019,"Keller, Reiner: Wissenssoziologische Diskursanalyse. Grundlegung eines Forschungsprogramms. 3. Auflage Wiesbaden 2011 [2005].",../dhd_2019/TEI/KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__3,2011,de
475,89,475,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“ 2019,"Gaidys, Uta; Gius, Evelyn; Jarchow, Margarete; Koch, Gertraud; Menzel, Wolfgang; Orth, Dominik; Zinsmeister, Heike: Project Descripition. HermA: Automated Modelling of Hermeneutic Processes. In: Hamburger Journal für Kulturanthropologie 7 (2017), S. 119–123.",../dhd_2019/TEI/KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__4,2017,de
476,833,476,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“ 2019,"Glaser, Barney G.: Theoretical Sensitivity. Advances in the Methodology of Grounded Theory. Mill Valley, Calif. 1978.",../dhd_2019/TEI/KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__5,1978,en
477,834,477,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“ 2019,"Gasteiger, Ludwig; Schneider, Werner: Diskursanalyse und die Verwendung von CAQDA-Software. In: Angermuller, Johannes; Nonhoff, Martin; Herschinger, Eva; Macgilchrist, Felicitas; Reisigl, Martin; Wedl, Juliette; Wrana, Daniel; Ziem, Alexander (Hg.): Diskursforschung. Ein interdisziplinäres Handbuch. Band 2: Methoden und Analysepraxis, Perspektiven auf Hochschulreformdiskurse. Bielefeld 2014, S. 852–872.",../dhd_2019/TEI/KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__6,2014,de
478,835,478,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“ 2019,"Glaser, Barney G.; Strauss, Anselm L.: Grounded Theory. Strategien qualitativer Forschung. Bern 2010 [1967].",../dhd_2019/TEI/KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__7,2010,de
479,836,479,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“ 2019,"Glasersfeld, Ernst von: Radikaler Konstruktivismus. Frankfurt 1997.",../dhd_2019/TEI/KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__8,1997,de
480,837,480,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“ 2019,"Götzö, Monika: Theoriebildung nach Grounded Theory. In: Bischoff, Christine; Oehme-Jüngling, Karoline; Leimgruber, Walter (Hg.): Methoden der Kulturanthropologie. Bern 2014, S. 444–458.",../dhd_2019/TEI/KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__9,2014,de
481,838,481,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“ 2019,"Keller, Reiner: Wissenssoziologische Diskursanalyse. Grundlegung eines Forschungsprogramms. 3. Auflage Wiesbaden 2011 [2005].",../dhd_2019/TEI/KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__10,2011,de
482,839,482,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“ 2019,"Klinke, Harald: Information Retrieval. In: Jannidis, Fotis; Kohle, Hubertus; Rehbein, Malte (Hg.): Digital Humanities. Eine Einführung. Stuttgart 2017, S. 268–278.",../dhd_2019/TEI/KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__11,2017,de
483,90,483,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“ 2019,"Manning, Christopher D.; Raghavan, Prabhakar; Schütze, Hinrich: Introduction to Information Retrieval. Cambridge 2009.",../dhd_2019/TEI/KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__12,2009,en
484,840,484,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“ 2019,"Sattler, Simone: Computergestützte qualitative Datenbearbeitung. In: Bischoff, Christine; Oehme-Jüngling, Karoline; Leimgruber, Walter (Hg.): Methoden der Kulturanthropologie. Bern 2014, S. 476–487.",../dhd_2019/TEI/KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__13,2014,de
485,841,485,Mit neuen Suchstrategien vom isolierten Text zu 'illuminierten Urkunden' 2019,"Bartz, Gabriele / Gneiß, Markus (2018) (eds.): Illuminierte Urkunden. Beiträge aus Diplomatik, Kunstgeschichte und Digital Humanities/Illuminated Charters. Essays from Diplomatic, Art History and Digital Humanities (= Archiv für Diplomatik, Schriftgeschichte, Siegel-und Wappenkunde 16), Wien: Böhlau Verlag.",../dhd_2019/TEI/B_RGERMEISTER_Martina_Mit_neuen_Suchstrategien_vom_isolierte.xml__0,2018,de
486,842,486,Mit neuen Suchstrategien vom isolierten Text zu 'illuminierten Urkunden' 2019,"Carretero-Campos, Concepcion / Bernaola-Galvan, Pedro / Coronado Jiménez, Ana Victoria / Carpena, Pedro (2013): “Improving statistical keyword detection in short texts: Entropic and clustering approaches” in: Physica A 392: 1481-1492.",../dhd_2019/TEI/B_RGERMEISTER_Martina_Mit_neuen_Suchstrategien_vom_isolierte.xml__1,2013,en
487,843,487,Mit neuen Suchstrategien vom isolierten Text zu 'illuminierten Urkunden' 2019,"Herrera, Juan P. / Pury, Pedro A. (2008): “Statistical keyword detection in literary corpora” in: The European Physical Journal B 63/1: 135-146.",../dhd_2019/TEI/B_RGERMEISTER_Martina_Mit_neuen_Suchstrategien_vom_isolierte.xml__2,2008,en
488,844,488,Mit neuen Suchstrategien vom isolierten Text zu 'illuminierten Urkunden' 2019,"Jamaati, Maryam / Mehri, Ali (2018): “Text mining by Tsallis entropy” in: Physica A 490: 1368-1376.",../dhd_2019/TEI/B_RGERMEISTER_Martina_Mit_neuen_Suchstrategien_vom_isolierte.xml__3,2018,en
489,845,489,Mit neuen Suchstrategien vom isolierten Text zu 'illuminierten Urkunden' 2019,"Perreaux, Nicolas (2014): “De l’accumulation à l’exploitation? Expériences et propositions pour l’indexation et l’utilisation des bases de données diplomatiques“ in: Ambrosio/Barret/Vogeler (eds.) Digital diplomatics. The computer as a tool for the diplomatist? (= Archiv für Diplomatik Beihefte 14), Köln/Weimar/Wien : Böhlau Verlag 187-210.",../dhd_2019/TEI/B_RGERMEISTER_Martina_Mit_neuen_Suchstrategien_vom_isolierte.xml__4,2014,fr
490,846,490,Mit neuen Suchstrategien vom isolierten Text zu 'illuminierten Urkunden' 2019,"Roland, Martin / Zajic, Andreas (2013): “Illuminierte Urkunden des Mittelalters in Mitteleuropa“ in: Archiv für Diplomatik 59: 241-432.",../dhd_2019/TEI/B_RGERMEISTER_Martina_Mit_neuen_Suchstrategien_vom_isolierte.xml__5,2013,de
491,847,491,Mit neuen Suchstrategien vom isolierten Text zu 'illuminierten Urkunden' 2019,"Shannon, Claude Elwood / Weaver, Warren (1963): “The Mathematical Theory of Communication” Champaign: Illinois University Press.",../dhd_2019/TEI/B_RGERMEISTER_Martina_Mit_neuen_Suchstrategien_vom_isolierte.xml__6,1963,en
492,848,492,Mit neuen Suchstrategien vom isolierten Text zu 'illuminierten Urkunden' 2019,"Tilahun, Gelila / Feuerverger, Andrey / Gervers, Michael (2012): “Dating Medieval English Charters“ in: The Annals of Applied Statistics 6/4: 1615-1640.",../dhd_2019/TEI/B_RGERMEISTER_Martina_Mit_neuen_Suchstrategien_vom_isolierte.xml__7,2012,en
493,849,493,Mit neuen Suchstrategien vom isolierten Text zu 'illuminierten Urkunden' 2019,"Zhou, H. / Slater, G.W. (2003): „A metric to search for relevant words” in: Physica A 329 (2003) 309–327.",../dhd_2019/TEI/B_RGERMEISTER_Martina_Mit_neuen_Suchstrategien_vom_isolierte.xml__8,2003,en
494,850,494,"Rooting through Direction – New and Old Approaches 
                     2019","Baret, P hilippe / Macé, C aroline / Robinson, P eter (2004): ""Testing methods on an artificially created textual tradition"" in: Baret, Philippe / Macé, Caroline / Bozzi, Andrea / Cignoni, Laura The evolution of texts: confronting stemmatological and genetical methods Linguistica Computationale XXIV-XXV. Pisa/Rom: Instituti Editoriali e Poligrafici Internationali, 255–281.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__0,2004,en
495,851,495,"Rooting through Direction – New and Old Approaches 
                     2019","Boles, D avid B. / Clifford, J ohn E. (1989) ""An upper- and lower case alphabetic similarity matrix, with derived generation similarity values"". Behav. Res. Methods Instrum. Comput. 21, 597–586.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__1,1989,en
496,852,496,"Rooting through Direction – New and Old Approaches 
                     2019","Geyer, L. H. (1977). ""Recognition and confusion of the lowercase alphabet"". Percept. Psychophys. 22, 487–490.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__2,1977,en
497,853,497,"Rooting through Direction – New and Old Approaches 
                     2019","Gogarten, J ohann P. / Kibak, H enrik / Dittrich, P eter / Taiz, L incoln / Bowman, E mma J. / Bowman, B arry J. / Manolson, M orris F. / Poole, R onald J. / Date, T akayasu / Oshima, T airo (1989) ""Evolution of the vacuolar H+-ATPase: implications for the origin of eukaryotes."" Proc. Natl. Acad. Sci. 86, 6661–6665.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__3,1989,en
498,854,498,"Rooting through Direction – New and Old Approaches 
                     2019","Haigh, J ohn (1970) ""The recovery of the root of a tree"" J. Appl. Probab. 7, 79–88.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__4,1970,en
499,855,499,"Rooting through Direction – New and Old Approaches 
                     2019","Haigh, J ohn (1971) ""Mathematics in the Archaeological and Historical Sciences"" Edinburgh University Press, Scotland, UK, 396–400.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__5,1971,en
500,856,500,"Rooting through Direction – New and Old Approaches 
                     2019","Hamming, Richard W. (1950). ""Error detecting and error correcting codes."" Bell System technical journal, 29(2), 147-160.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__6,1950,en
501,857,501,"Rooting through Direction – New and Old Approaches 
                     2019","Hoenen, A rmin (2018) ""Multi Modal Distance - An Approach to Stemma Generation with Weighting"" in: Proceedings of the 11th International Conference on Language Resources and Evaluation, LREC 2018. Miyazaki (Japan).",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__7,2018,en
502,858,502,"Rooting through Direction – New and Old Approaches 
                     2019","Iwabe, N aoyuki / Kuma, Kei-ichi / Hasegawa, M asami / Osawa, S yozo / Miyata, T akashi (1989) ""Evolutionary relationship of archaebacteria, eubacteria, and eukaryotes inferred from phylogenetic trees of duplicated genes"" Proc. Natl. Acad. Sci. 86, 9355–9359.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__8,1989,en
503,859,503,"Rooting through Direction – New and Old Approaches 
                     2019","Katz, L eonard / Frost, R am (1992) ""The Reading Process is Different for Different Orthographies: The Orthographic Depth Hypothesis"" Haskins Lab. Status Rep. Speech Res. SR-111, 147–160.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__9,1992,en
504,860,504,"Rooting through Direction – New and Old Approaches 
                     2019","Marmerola, G uilherme D. / Oikawa, M arina A . / Dias, Z anoni / Goldenstein, S iome / Rocha, A nderson (2016) ""On the Reconstruction of Text Phylogeny Trees: Evaluation and Analysis of Textual Relationships"" PloS One 11, e0167822.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__10,2016,en
505,861,505,"Rooting through Direction – New and Old Approaches 
                     2019","Mink, G erd (2004) ""Problems of a highly contaminated tradition: the New Testament: Stemmata of variants as a source of a genealogy for witnesses"" in: van Reenen, P., den Hollander, A., van Mulken, M. (Eds.), Studies in Stemmatology II. John Benjamins, pp. 13–86.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__11,2004,en
506,862,506,"Rooting through Direction – New and Old Approaches 
                     2019","Paap, K enneth R. / Newsome, S andra L. / McDonald, J ames E. / Schvaneveldt, R oger W. (1982) ""An activation-verification model for letter and word recognition: the word-superiority effect"" Psychol. Rev. 89, 573–594.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__12,1982,en
507,863,507,"Rooting through Direction – New and Old Approaches 
                     2019","Roos, T eemu / Heikkilä, T uomas (2009) ""Evaluating methods for computer-assisted stemmatology using artificial benchmark data sets"" Lit. Linguist. Comput. 24, 417–433.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__13,2009,en
508,864,508,"Rooting through Direction – New and Old Approaches 
                     2019","Spencer, M atthew / Davidson, E lizabeth A. / Barbrook, A drian C. / Howe, C hristopher J. (2004). ""Phylogenetics of artificial manuscripts"" J. Theor. Biol. 227, 503–511.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__14,2004,en
509,865,509,"Rooting through Direction – New and Old Approaches 
                     2019","West, M artin L. (1973) ""Textual Criticism and Editorial Technique: Applicable to Greek and Latin texts"" Teubner, Stuttgart.",../dhd_2019/TEI/HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml__15,1973,en
510,91,510,"Makroanalytische Untersuchung von Heftromanen 
                     2019","Blei, D. M., Ng, A. Y., & Jordan, M. I. (2003): “Latent dirichlet allocation”. Journal of machine Learning research , 3 (Jan), 993-1022.",../dhd_2019/TEI/KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__0,2003,en
511,92,511,"Makroanalytische Untersuchung von Heftromanen 
                     2019","Burrows, J. : »All the Way Through. Testing for Authorship in Different Frequency Strata«, in: Literary and Linguistic Computing 22.1 (2007), S.27–47.",../dhd_2019/TEI/KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__1,2007,en
512,866,512,"Makroanalytische Untersuchung von Heftromanen 
                     2019","Craig, H., Kinney, A. (2009): Shakespeare, Computers, and the Mystery of Authorship. Cambridge.",../dhd_2019/TEI/KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__2,2009,en
513,867,513,"Makroanalytische Untersuchung von Heftromanen 
                     2019","Eder, M., Rybicki, J., and Kestemont, M. (2016). Stylometry with R: a package for computational text analysis. R Journal, 8(1): 107-121.",../dhd_2019/TEI/KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__3,2016,en
514,868,514,"Makroanalytische Untersuchung von Heftromanen 
                     2019","Foltin, H. F. (1965): Die minderwertige Prosaliteratur. Einteilung und Bezeichnung. In: DVjs 39 H. 2, 288–323.",../dhd_2019/TEI/KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__4,1965,de
515,869,515,"Makroanalytische Untersuchung von Heftromanen 
                     2019","Domagalski, P. (1980): Trivialliteratur. Geschichte. Produktion, Rezeption. Freiburg im Breisgau.",../dhd_2019/TEI/KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__5,1980,de
516,870,516,"Makroanalytische Untersuchung von Heftromanen 
                     2019","Hügel, H.-O. (2007): Lob des Mainstreams. Zu Theorie und Geschichte von Unterhaltung und Populärer Kultur. Köln: Halem.",../dhd_2019/TEI/KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__6,2007,de
517,871,517,"Makroanalytische Untersuchung von Heftromanen 
                     2019","Evert, S. Proisl, T., Reger, I., Pielström, S., Schöch, C. Vitt, T. (2017): Understanding and explaining Delta measures for authorship attribution. In: Digital Scholarship Humanities 32, 2,1, p. ii4-ii16.",../dhd_2019/TEI/KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__7,2017,en
518,872,518,"Makroanalytische Untersuchung von Heftromanen 
                     2019","Hettinger, L., Jannidis, F., Reger, I., Hotho, A. (2016): Classification of Literary Subgenres. Abstracts DHd-Tagung 2016, Leipzig 2016.",../dhd_2019/TEI/KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__8,2016,en
519,873,519,"Makroanalytische Untersuchung von Heftromanen 
                     2019","Kelleter, F. ( 2012) : Populäre Serialität. Eine Einführung. In: ders.: (Hg.): Populäre Serialität: Narration – Evolution – Distinktion. Zum seriellen Erzählen seit dem 19. Jahrhundert. Bielefeld: transcript, S. 11-46.",../dhd_2019/TEI/KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__9,2012,de
520,874,520,"Makroanalytische Untersuchung von Heftromanen 
                     2019","Kubát, M. & Milička, J. (2013). Vocabulary richness measure in genres. Journal of Quantitative Linguistics, 20(4), 339–349.",../dhd_2019/TEI/KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__10,2013,en
521,93,521,"Makroanalytische Untersuchung von Heftromanen 
                     2019","McCallum, A.: ""MALLET: A Machine Learning for Language Toolkit."" http://mallet.cs.umass.edu . 2002.",../dhd_2019/TEI/KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__11,2002,en
522,94,522,"Makroanalytische Untersuchung von Heftromanen 
                     2019","McInnes, L. Healy, J. (2018): “UMAP: Uniform Manifold Approximation and Projection for Dimension Reduction”, ArXiv e-prints 1802.03426",../dhd_2019/TEI/KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__12,2018,en
523,875,523,"Makroanalytische Untersuchung von Heftromanen 
                     2019","Nast, M. (2017): ""Perry Rhodan"" lesen. Zur Serialität der Lektürepraktiken einer Heftromanserie. Bielefeld: transcript.",../dhd_2019/TEI/KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__13,2017,de
