Cluster ID,,book,id,title 
401,387,"Norvig, Peter (2008): ""Natural Language Corpus Data: Beautiful Data"". [online] [letzter Zugriff 08. November 2017].",KLAUS_Carsten_OCR_Nachkorrektur_des_Royal_Society_Corpus.xml__3,OCR Nachkorrektur des Royal Society Corpus
402,388,"Shannon, Claude E. (1948): ""A Mathematical Theory of Communication"", in Bell System Technical Journal.",KLAUS_Carsten_OCR_Nachkorrektur_des_Royal_Society_Corpus.xml__4,OCR Nachkorrektur des Royal Society Corpus
403,389,"UdS Fedora Commons Repository (o.J.) ""The Royal Society Corpus (RSC)"" , . [letzter Zugriff 29. März 2018].",KLAUS_Carsten_OCR_Nachkorrektur_des_Royal_Society_Corpus.xml__5,OCR Nachkorrektur des Royal Society Corpus
404,390,"Bauer, Jean (2011): “Who are you Calling Untheoretical?” in: Journal of Digital Humanities 1,1. http://journalofdigitalhumanities.org/1-1/who-you-calling-untheoretical-by-jean-bauer/ [letzter Zugriff am 29.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__0,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
405,391,"Bode Christoph (2011): “Theorietheorie als Praxis. Überlegungen zu einer Figur der Unhintergehbarkeit oder: Über eine Theorie-Praxis-Asymmetrie“. in: Grizelj, Mario / Jahraus, Oliver (eds.): Theorietheorie. Wider die Theoriemündigkeit in den Geisteswissenschaften. München: Fink, 79-94.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__1,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
406,392,"Boellstorff, Tom (2014): “Die Konstruktion von Big Data in der Theorie“ in: Reichert, Ramón (ed.): Big data. Analysen zum digitalen Wandel von Wissen, Macht und Ökonomie. Bielefeld: transcript 105-131. http://dx.doi.org/10.14361/transcript.9783839425923 [letzter Zugriff am 24.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__2,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
407,393,"Boer, Laurens / Donovan Jared (2012): “Provotypes for Participatory Innovation” in: DIS 2012, 388-397. https://www.researchgate.net/publication/254462007_Provotypes_for_participatory_innovation [letzter Zugriff am 29.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__3,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
408,394,"Cecire, Natalia (2011): “Introduction: Theory and the Virtues of Digital Humanites” in: Journal of Digital Humanities 1,1. http://journalofdigitalhumanities.org/1-1/who-you-calling-untheoretical-by-jean-bauer/ [letzter Zugriff am 29.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__4,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
409,395,"Culler, Jonathan D. (2011): Literary theory. A very short introduction. Oxford: Oxford Univ. Press.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__5,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
410,396,"Drucker, Johanna (2012): “Humanistic Theory and Digital Scholarship” in: Gold, Matthew (ed.): Debates in Digital Humanities. Minnesota: University of Minnesota Press. http://dhdebates.gc.cuny.edu/ [letzter Zugriff am 28.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__6,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
411,397,"Epple, Moritz (2016): “Analogien, Interpretationen, Bilder, Systeme und Modelle: Bemerkungen zur Geschichte abstrakter Repräsentationen in den Naturwissenschaften seit dem 19. Jahrhundert“ in: Axer, Eva / Geulen, Eva / Heimes, Alexandra (eds.): Forum Interdisziplinäre Begriffsgeschichte 5, 1, 11-31. http://www.zfl-berlin.org/publikationen-detail/items/fib-5-jg-2016-1.html.html [letzter Zugriff am 29.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__7,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
38,398,"Galey, Alan / Ruecker, Stan (2010): “How a Prototype Argues” in: Literary and Linguistic Computing 25,3. doi:10.1093/llc/fqq021 [letzter Zugriff am 28.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__8,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
412,399,"Gansel, Christina (2017): “Prototypensemantik und Stereotypensemantik” in: Staffeldt, Sven / Hagemann, Jörg (eds.): Semantiktheorien: Lexikalische Analysen Im Vergleich. Tübingen: Stauffenburg, 77-96.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__9,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
413,400,"Gold, Matthew (ed.) (2012): Debates in Digital Humanities. Minnesota: University of Minnesota Press. http://dhdebates.gc.cuny.edu/ [letzter Zugriff am 28.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__10,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
414,401,"Grizelj, Mario / Jahraus, Oliver (eds.) (2011): Theorietheorie. Wider die Theoriemündigkeit in den Geisteswissenschaften. München: Fink.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__11,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
415,402,"Gumbrecht, Hans Ulrich (2012): Präsenz. Berlin: Suhrkamp.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__12,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
416,403,"Hacking, Ian ([1983] 1996): Einführung in die Philosophie der Naturwissenschaften. Stuttgart: Reclam.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__13,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
417,404,"Hall, Gary (2012): “Has Critical Theory Run Out of Time for Data-Driven Scholarship” in: Gold, Matthew (ed.): Debates in Digital Humanities. Minnesota: University of Minnesota Press. http://dhdebates.gc.cuny.edu/ [letzter Zugriff am 28.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__14,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
418,405,"Hinrichs, Uta / Forlini, Stefania (2017): “In Defense of Sandcastles: Research Thinking trough Visualization in DH” in: Digital Humanities Conference 2017 https://dh2017.adho.org/abstracts/133/133.pdf [letzter Zugriff am 28.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__15,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
419,406,"Houde, Stephanie / Hill, Charles (1997): “What do prototypes prototype?” in: Helander M. / Landauer, T.K. / Prabhu P. (eds.): Handbook of human-computer interaction. Amsterdam: Elsevier, 367-381.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__16,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
420,407,"Jahraus, Oliver / Neuhaus, Stefan (eds.) (2002): Kafkas ""Urteil"" und die Literaturtheorie. Zehn Modellanalysen. Stuttgart: Reclam.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__17,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
421,408,"Jahraus, Oliver (2011): “Theorietheorie“ in: Grizelj, Mario / Jahraus, Oliver (eds.): Theorietheorie. Wider die Theoriemüdigkeit in den Geisteswissenschaften. München: Fink 17-39.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__18,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
422,409,"Jannidis, Fotis / Flanders, Julia (eds.). (2015): Knowledge Organization and Data Modeling in the Humanities. https://www.wwp.northeastern.edu/outreach/conference/kodm2012/flanders_jannidis_datamodeling.pdf. [letzter Zugriff am 28.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__19,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
0,410,"Jannidis, Fotis / Kohle, Hubertus / Rehbein Malte (eds.) (2017): Digital Humanities. Eine Einführung. Stuttgart: Metzler.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__20,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
423,411,"Kath, Roxana / Schaal, Gary / Dumm, Sebastian (2015): “New Visual Hermeneutics” in: ZDL 43,1, 27-51.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__21,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
424,412,"Kleiber, Georges (1993): Prototypensemantik. Eine Einführung. Tübingen: Narr.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__22,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
425,413,"Küpper, Joachim / Engell, Lorenz (eds.) (2013): The beauty of theory. Zur Ästhetik und Affektökonomie von Theorien. München 2013.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__23,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
426,414,"Köppe, Tilmann / Winko, Simone (2013): Neuere Literaturtheorien. Eine Einführung. Stuttgart: Metzler.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__24,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
427,415,"Lauer, Gerhard (2013): “Die digitale Vermessung der Kultur Geisteswissenschaften als Digital Humanities“ in: Geiselberger, Heinrich / Moorstedt, Tobias (eds.): Big Data. Das neue Versprechen der Allwissenheit. Berlin: Suhrkamp, 99-116.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__25,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
428,416,"Mainberger, Sabine (2003): Die Kunst des Aufzählens. Berlin: de Gruyter.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__26,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
429,417,"Mogensen, Preben (1992): “Towards a Provotyping Approach in Systems Development” in: Scandinavian Journal of Information Systems 4, 31-53.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__27,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
430,418,"Nünning, Vera / Nünning, Ansgar (2010): Methoden der literatur- und kulturwissenschaftlichen Textanalyse. Ansätze – Grundlagen – Modellanalysen. Stuttgart: Metzler.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__28,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
431,419,"Ramsay, Stephen / Rockwell, Geoffrey (2012): “Developing Things: Notes toward an Epistemology of Building in the Digital Humanities” in: Gold, Matthew (ed.): Debates in Digital Humanities. Minnesota: University of Minnesota Press. http://dhdebates.gc.cuny.edu/ [letzter Zugriff am 28.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__29,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
432,420,"Ritter, Joachim / Gründer Karlfried (eds.) (1998): Historisches Wörterbuch der Philosophie. Darmstadt: Wissenschaftliche Buchgesellschaft.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__30,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
433,421,"Rosch, Eleanor (1975): “Cognitive Reference Points” in: Cognitive Psychology 7, 532-547. https://doi.org/10.1016/0010-0285(75)90021-3 [letzter Zugriff am 28.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__31,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
434,422,"Ruecker, Stan (2015): “A Brief Taxonomy of Prototypes for the Digital Humanities” in: Scholarly and Research Communication 6, 2. https://doi.org/10.22230/src.2015v6n2a222 [letzter Zugriff am 28.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__32,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
435,423,"Ruecker, Stan / Scaletsky, Celso / Meyer, Guilherme / Michura, Piotr (unbekannt): Eintrag “Prototype” in: MLA Commons. Digital Pedagogy in the Humanities. Concepts, Models, and Experiments https://digitalpedagogy.mla.hcommons.org/keywords/prototype/ [letzter Zugriff am 28.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__33,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
436,424,"Saar, Martin (2013): “Kritik und Affekt. Nietzsches Textpolitik“ in: Küpper, Joachim / Engell, Lorenz (eds.): The beauty of theory. Zur Ästhetik und Affektökonomie von Theorien. München: Fink, 47-57.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__34,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
437,425,"Schaub, Mirjam (2010): Das Singuläre und das Exemplarische. Zu Logik und Praxis in Philosophie und Ästhetik. Zürich: diaphanes.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__35,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
438,426,"Scheinfeldt, Tom (2012): “Why Digital Humanities Is “Nice” in: Gold, Matthew (ed.): Debates in Digital Humanities. Minnesota: University of Minnesota Press. http://dhdebates.gc.cuny.edu/ [letzter Zugriff am 28.08.2018].",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__36,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
439,427,"Seebold, Elmar (ed.) (2011): Kluge. Etymologisches Wörterbuch der deutschen Sprache. Berlin: de Gruyter.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__37,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
440,428,"Stachowiak, Herbert (1992): “Modell” in: Seiffert, Helmut / Radnitzky, Gerard (eds.): Handlexikon zur Wissenschaftstheorie. München: Ehrenwirth, 219-222.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__38,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
441,429,"Wellbery, David (ed.) (1985): Positionen der Literaturwissenschaft. Acht Modellanalysen am Beispiel von Kleists ‚Das Erdbeben von Chili‘. München: Beck.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__39,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
442,430,"Wirth, Uwe (2013): “Der will bloß spielen! Der Dilettant und die schöne Theorie“ in: Küpper, Joachim / Engell, Lorenz (eds.): The beauty of theory. Zur Ästhetik und Affektökonomie von Theorien. München: Fink, 137-148.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__40,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
443,431,"Wittgenstein, Ludwig ([1945], 1984): Philosophische Untersuchungen. Bd. 1. Werkausgabe. Frankfurt: Suhrkamp.",KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml__41,Prototypen als Proto-Theorie? – Plädoyer einer digitalen Theoriebildung
444,432,"Bryant, Antony; Charmaz, Kathy (Hg.): The SAGE handbook of Grounded Theory. Los Angeles 2007.",KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__0,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“
445,433,"Foucault, Michel: Archäologie des Wissens. Frankfurt a.M. 1973.",KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__1,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“
446,434,"Foucault, Michel: Die Ordnung des Diskurses. Frankfurt a.M. 1991 [1971].",KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__2,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“
447,435,"Keller, Reiner: Wissenssoziologische Diskursanalyse. Grundlegung eines Forschungsprogramms. 3. Auflage Wiesbaden 2011 [2005].",KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__3,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“
21,436,"Gaidys, Uta; Gius, Evelyn; Jarchow, Margarete; Koch, Gertraud; Menzel, Wolfgang; Orth, Dominik; Zinsmeister, Heike: Project Descripition. HermA: Automated Modelling of Hermeneutic Processes. In: Hamburger Journal für Kulturanthropologie 7 (2017), S. 119–123.",KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__4,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“
448,437,"Glaser, Barney G.: Theoretical Sensitivity. Advances in the Methodology of Grounded Theory. Mill Valley, Calif. 1978.",KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__5,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“
449,438,"Gasteiger, Ludwig; Schneider, Werner: Diskursanalyse und die Verwendung von CAQDA-Software. In: Angermuller, Johannes; Nonhoff, Martin; Herschinger, Eva; Macgilchrist, Felicitas; Reisigl, Martin; Wedl, Juliette; Wrana, Daniel; Ziem, Alexander (Hg.): Diskursforschung. Ein interdisziplinäres Handbuch. Band 2: Methoden und Analysepraxis, Perspektiven auf Hochschulreformdiskurse. Bielefeld 2014, S. 852–872.",KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__6,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“
450,439,"Glaser, Barney G.; Strauss, Anselm L.: Grounded Theory. Strategien qualitativer Forschung. Bern 2010 [1967].",KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__7,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“
451,440,"Glasersfeld, Ernst von: Radikaler Konstruktivismus. Frankfurt 1997.",KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__8,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“
452,441,"Götzö, Monika: Theoriebildung nach Grounded Theory. In: Bischoff, Christine; Oehme-Jüngling, Karoline; Leimgruber, Walter (Hg.): Methoden der Kulturanthropologie. Bern 2014, S. 444–458.",KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__9,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“
453,442,"Keller, Reiner: Wissenssoziologische Diskursanalyse. Grundlegung eines Forschungsprogramms. 3. Auflage Wiesbaden 2011 [2005].",KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__10,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“
454,443,"Klinke, Harald: Information Retrieval. In: Jannidis, Fotis; Kohle, Hubertus; Rehbein, Malte (Hg.): Digital Humanities. Eine Einführung. Stuttgart 2017, S. 268–278.",KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__11,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“
455,444,"Manning, Christopher D.; Raghavan, Prabhakar; Schütze, Hinrich: Introduction to Information Retrieval. Cambridge 2009.",KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__12,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“
456,445,"Sattler, Simone: Computergestützte qualitative Datenbearbeitung. In: Bischoff, Christine; Oehme-Jüngling, Karoline; Leimgruber, Walter (Hg.): Methoden der Kulturanthropologie. Bern 2014, S. 476–487.",KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml__13,Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“
457,446,"Chang, Winston / Cheng, Joe / Allaire, JJ / Xie, Yihui / McPherson, Jonathan (2017): shiny: Web Application Framework for R, .",KOHLE_Hubertus_Museum_Analytics__Ein_Online_Tool_zur_verglei.xml__0,Museum Analytics: Ein Online-Tool zur vergleichenden Analyse musealer Datenbestände
458,447,"Klinke, Harald (Hrsg., 2018): #DigiCampus. Digitale Forschung und Lehre in den Geisteswissenschaften. München: Universitätsbibliothek der Ludwig-Maximilians-Universität.",KOHLE_Hubertus_Museum_Analytics__Ein_Online_Tool_zur_verglei.xml__1,Museum Analytics: Ein Online-Tool zur vergleichenden Analyse musealer Datenbestände
459,448,"R Core Team (2017): R: A Language and Environment for Statistical Computing. R Foundation for Statistical Computing, .",KOHLE_Hubertus_Museum_Analytics__Ein_Online_Tool_zur_verglei.xml__2,Museum Analytics: Ein Online-Tool zur vergleichenden Analyse musealer Datenbestände
460,449,"Ridge, Mia (2012): Mia Ridge Explores the Shape of Cooper-Hewitt Collections, .",KOHLE_Hubertus_Museum_Analytics__Ein_Online_Tool_zur_verglei.xml__3,Museum Analytics: Ein Online-Tool zur vergleichenden Analyse musealer Datenbestände
461,450,"Stack, John (2018): Exploring Museum Collections Online. Some Background Reading , .",KOHLE_Hubertus_Museum_Analytics__Ein_Online_Tool_zur_verglei.xml__4,Museum Analytics: Ein Online-Tool zur vergleichenden Analyse musealer Datenbestände
462,451,"Binding, Günther / Speer, Andreas [Hrsg.] (1994): Mittelalterliches Kunsterleben nach Quellen des 11. Bis 13. Jahrhunderts. Stuttgart- Bad Cannstatt : Frommann-Holzboog.",KOLODZIE_Lisa_Bildbezogenes_Machine_Learning_anhand_der_Glas.xml__0,Bildbezogenes Machine Learning anhand der Glasmalereien des Corpus Vitrearum Medii Aevi
463,452,"Bühler, Peter [u.a.] (2018): Digitale Farbe. Farbgestaltung – Colormanagement – Farbverarbeitung. Berlin, Heidelberg : Springer Berlin Heidelberg.",KOLODZIE_Lisa_Bildbezogenes_Machine_Learning_anhand_der_Glas.xml__1,Bildbezogenes Machine Learning anhand der Glasmalereien des Corpus Vitrearum Medii Aevi
464,453,"Frodl-Kraft, Eva (1970): Die Glasmalerei. Entwicklung, Technik, Eigenart. Wien [u.a.] : Schroll.",KOLODZIE_Lisa_Bildbezogenes_Machine_Learning_anhand_der_Glas.xml__2,Bildbezogenes Machine Learning anhand der Glasmalereien des Corpus Vitrearum Medii Aevi
465,454,"Géron, Aurélien (2017): Hands-On Machine Learning with Scikit-Learn & TensorFlow. Beijing; Boston; Farnham; Sebastopol; Tokyo : O'Reilly",KOLODZIE_Lisa_Bildbezogenes_Machine_Learning_anhand_der_Glas.xml__3,Bildbezogenes Machine Learning anhand der Glasmalereien des Corpus Vitrearum Medii Aevi
466,455,"Kurz, Susanne (2016): Digital Humanities. Grundlagen und Technologien für die Praxis. Wiesbaden : Springer Vieweg.",KOLODZIE_Lisa_Bildbezogenes_Machine_Learning_anhand_der_Glas.xml__4,Bildbezogenes Machine Learning anhand der Glasmalereien des Corpus Vitrearum Medii Aevi
467,456,"Michler, Jürgen (1984): Die Elisabethkirche zu Marburg in ihrer ursprünglichen Farbigkeit. Marburg : Elwert.",KOLODZIE_Lisa_Bildbezogenes_Machine_Learning_anhand_der_Glas.xml__5,Bildbezogenes Machine Learning anhand der Glasmalereien des Corpus Vitrearum Medii Aevi
468,457,Open Source for Science (2018): TensorFlow-Course. https://github.com/osforscience/TensorFlow-Course [letzter Zugriff: 12.01.2019].,KOLODZIE_Lisa_Bildbezogenes_Machine_Learning_anhand_der_Glas.xml__6,Bildbezogenes Machine Learning anhand der Glasmalereien des Corpus Vitrearum Medii Aevi
469,458,"Pause, Johannes / Walkowski, Niels-Oliver (2017): Dead and Beautiful: The Analysis of Colors by Means of Contrasts in Neo-Zombie Movies. In: Digital Humanities 2017. Conference Abstracts. https://dh2017.adho.org/abstracts/095/095.pdf [letzter Zugriff: 12.01.2019].",KOLODZIE_Lisa_Bildbezogenes_Machine_Learning_anhand_der_Glas.xml__7,Bildbezogenes Machine Learning anhand der Glasmalereien des Corpus Vitrearum Medii Aevi
470,459,"Blei, D. M., Ng, A. Y., & Jordan, M. I. (2003): “Latent dirichlet allocation”. Journal of machine Learning research , 3 (Jan), 993-1022.",KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__0,Makroanalytische Untersuchung von Heftromanen
471,460,"Burrows, J. : »All the Way Through. Testing for Authorship in Different Frequency Strata«, in: Literary and Linguistic Computing 22.1 (2007), S.27–47.",KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__1,Makroanalytische Untersuchung von Heftromanen
472,461,"Craig, H., Kinney, A. (2009): Shakespeare, Computers, and the Mystery of Authorship. Cambridge.",KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__2,Makroanalytische Untersuchung von Heftromanen
39,462,"Eder, M., Rybicki, J., and Kestemont, M. (2016). Stylometry with R: a package for computational text analysis. R Journal, 8(1): 107-121.",KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__3,Makroanalytische Untersuchung von Heftromanen
473,463,"Foltin, H. F. (1965): Die minderwertige Prosaliteratur. Einteilung und Bezeichnung. In: DVjs 39 H. 2, 288–323.",KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__4,Makroanalytische Untersuchung von Heftromanen
474,464,"Domagalski, P. (1980): Trivialliteratur. Geschichte. Produktion, Rezeption. Freiburg im Breisgau.",KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__5,Makroanalytische Untersuchung von Heftromanen
475,465,"Hügel, H.-O. (2007): Lob des Mainstreams. Zu Theorie und Geschichte von Unterhaltung und Populärer Kultur. Köln: Halem.",KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__6,Makroanalytische Untersuchung von Heftromanen
476,466,"Evert, S. Proisl, T., Reger, I., Pielström, S., Schöch, C. Vitt, T. (2017): Understanding and explaining Delta measures for authorship attribution. In: Digital Scholarship Humanities 32, 2,1, p. ii4-ii16.",KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__7,Makroanalytische Untersuchung von Heftromanen
477,467,"Hettinger, L., Jannidis, F., Reger, I., Hotho, A. (2016): Classification of Literary Subgenres. Abstracts DHd-Tagung 2016, Leipzig 2016.",KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__8,Makroanalytische Untersuchung von Heftromanen
478,468,"Kelleter, F. ( 2012) : Populäre Serialität. Eine Einführung. In: ders.: (Hg.): Populäre Serialität: Narration – Evolution – Distinktion. Zum seriellen Erzählen seit dem 19. Jahrhundert. Bielefeld: transcript, S. 11-46.",KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__9,Makroanalytische Untersuchung von Heftromanen
479,469,"Kubát, M. & Milička, J. (2013). Vocabulary richness measure in genres. Journal of Quantitative Linguistics, 20(4), 339–349.",KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__10,Makroanalytische Untersuchung von Heftromanen
40,470,"McCallum, A.: ""MALLET: A Machine Learning for Language Toolkit."" http://mallet.cs.umass.edu . 2002.",KONLE_Leonard_Makroanalytische_Untersuchung_von_Heftromanen.xml__11,Makroanalytische Untersuchung von Heftromanen
