,title,book,id
882,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Bullinaria, John A. / Levy, Joseph P. (2007): ""Extracting semantic representations from word co- occurrence statistics: A computational study"", in: Behavior Research Methods 39(3):510–26.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__1
883,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Fankhauser, Peter / Knappen, Jörg / Teich, Elke (2016): ""Topical diversification over time in the royal society corpus"", in: Digital Humanities 2016 496–500.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__2
884,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Firth, John Rupert (1957): ""A synopsis of Linguistic Theory, 1930–1955"", in: Studies in linguistic analysis 1–32.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__3
885,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Geyken, Alexander (2013): ""Wege zu einem historischen Referenzkorpus des Deutschen: das Projekt Deutsches Textarchiv"", in: Perspektiven einer corpusbasierten historischen Linguistik und Philologie 221–34.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__4
886,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Hall, David / Jurafsky, Daniel / Manning, Christopher D. (2008): ""Studying the History of Ideas Using Topic Models"", in: Proceedings of the 2008 Conference on Empirical Methods in Natural Language Processing 363–71.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__5
887,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Hamilton, William L. / Leskovec, Jure / Jurafsky, Dan (2016): ""Diachronic Word Embeddings reveal sta- tistical laws of semantic change"", in: Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics 1489–501.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__6
888,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Hellrich, Johannes / Hahn, Udo (2016): ""Measuring the Dynamics of Lexico-Semantic Change Since the German Romantic Period"", in: Digital Humanities 2016 545–7.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__7
889,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Hellrich, Johannes / Hahn, Udo (2017a): ""Don't Get Fooled by Word Embeddings-Better Watch their Neighborhood"", in: Digital Humanities 2017 250–2.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__8
890,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Hellrich, Johannes / Hahn, Udo (2017b): ""Exploring Diachronic Lexical Semantics with JeSemE"", in: Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics – System Demonstrations 31–6.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__9
891,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,Hippel (1781): Lebensläufe nach Aufsteigender Linie . Meines Lebenslaufs Dritter Theil. Zweyter Band.,../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__10
892,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Hochadel, Oliver (2006): „The Business of Experimental Physics: Instrument Makers and Itinerant Lecturers in the German Enlightenment“, in: Science & Education 2007 525–37.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__11
893,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Home, R. W. (2016): „Experimental Physics“, in: Porter, Roy: The Cambridge History of Science, Volume 4: Eighteenth-Century Science 363–71.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__12
894,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Jo, Eun Seo (2016): ""Diplomatic history by data. Understanding Cold War foreign policy ideology using networks and NLP"", in: Digital Humanities 2016 582–5.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__13
895,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Kermes, Hannah / Degaetano-Ortlieb, Stefania / Khamis, Ashraf / Knappen, Jörg / Teich, Elke (2016): ""The royal society corpus: From uncharted data to corpus"", in: Proceedings of the Tenth International Conference on Language Resources and Evaluation 1928–31.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__14
896,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Kim, Yoon / Chiu, Yi-I / Hanaki, Kentaro / Hegde, Darshan / Petrov, Slav (2014): ""Temporal analysis of language through neural language models"", in: Proceedings of the Workshop on Language Technologies and Computational Social Science @ ACL 2014 61–5.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__15
897,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Kulkarni, Vivek / Al-Rfou, Rami / Perozzi, Bryan / Skiena, Steven (2015): ""Statistically significant detection of linguistic change"", in: Proceedings of the 24th International Conference on World Wide Web – Technical Papers 625–35.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__16
898,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Levy, Omer / Goldberg, Yoav / Dagan, Ido (2015): ""Improving distributional similarity with lessons learned from Word Embeddings"", in: Transactions of the Association for Computational Linguistics 3:211–25.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__17
899,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Lichtenberg, Georg Christoph / Erxleben, Johann Christian Polykarp (1787): Anfangsgründe der Naturlehre . Dietrich, 4. Auflage.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__18
900,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Manning, Chris / Schütze, Hinrich (1999): Foundations of Statistical Natural Language Processing. MIT Press, Kapitel 5: Collocations.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__19
901,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Mikolov, Tomas / Chen, Kai / Corrado, Gregory S. / Dean, Jeffrey (2013): ""Efficient estimation of word representations in vector space"", in: Workshop Proceedings of the International Conference on Learning Representations https://arxiv.org/abs/1301.3781",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__20
902,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Mimno, David (2012): ""Computational historiography: Data mining in a century of classics journals"", in: Journal on Computing and Cultural Heritage 5(1): Article 3.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__21
903,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Moretti, Franco (2013): Distant Reading . Verso.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__22
904,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Morus, Iwan Rhys (1998): Frankenstein’s Children. Electricity, Exhibition, And Experiment in Early-Nineteenth-Century London. Princeton University Press.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__23
905,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Schumann, Anne-Kathrin (2016): ""Brave new world: Uncovering topical dynamics in the ACL anthology reference corpus using term life cycle information"", in: Proceedings of the 10th SIGHUM Workshop on Language Technology for Cultural Heritage, Social Sciences, and Humanities @ ACL 2016 1–11.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__24
906,Wenn der Funke überspringt – Word Embeddings im Dienst der Wissenschaftsgeschichte,"Steigerwald, Joan (2013): ""Rethinking organic vitality in Germany at the turn of the nineteenth century"", in: Normandin, Sebastian / Wolfe, Charles T.: Vitalism and the Scientific Image in Post Enlightenment Life Science, 1800-2010 , Springer, 51-75.",../dhd_2018/TEI/HELLRICH_Johannes__Wenn_der_Funke__berspringt___Word_Embeddi.xml__25
907,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Agirre, Eneko / Soroa, Aitor (2009): “Personalizing PageRank for Word Sense Disambiguation”, in: Proceedings of the 12th conference of the European chapter of the Association for Computational Linguistics (EACL-2009). Athens, Greece.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__0
908,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Agirre, Eneko / Barrena, Ander / Soroa, Aitor (2015): Studying the Wikipedia Hyperlink Graph for Relatedness and Disambiguation. http://arxiv.org/abs/1503.01655",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__1
909,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Beck, Jens (2017): How do People Read Literature? - Detection and Identification of Names in Book Reviews. Bachelor’s thesis, Institut für Maschinelle Sprachverarbeitung, Universität Stuttgart.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__2
910,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Baurmann, Jürgen (1981). „Textrezeption empirisch. Wege zu einem ziel, behelfsbrücken oder holzwege?"". Rezeptionspragmatik. Beiträge zur Praxis des Lesens. Uni-Taschenbücher. Band 1026. Hrsg. v. Gerhard Köpf, 201–218. München.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__3
911,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Christmann, Ursula / Margrit Schreier (2003). „Kognitionspsychologie der Textverarbeitung und Konsequenzen für die Bedeutungskonstitution literarischer Texte"". Regeln der Bedeutung. Zur Theorie der Bedeutung literarischer Texte. Revisionen. Hrsg. v. Fotis Jannidis, Gerhard Lauer, Matías Martínez & Simone Winko, 246–284. Berlin.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__4
912,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Dijkstra, Katinka (1994): Leseentscheidung und Lektürewahl. Empirische Untersuchungen über Einflussfaktoren auf das Leseverhalten. Berlin.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__5
913,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Dimitrov, Stefan / Zamal, Faiyaz / Piper, Andrew / Ruths, Derek (2015): “Goodreads vs Amazon: The Effect Of Decoupling Book Reviewing And Book Selling"", in: International Conference on Web and Social Media (ICWSM-14).",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__6
914,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Eco, Umberto (1979): The Role of the Reader. Explorations in the Semiotics of Texts. Bloomington, IN.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__7
915,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Finkel, Jenny Rose / Grenager, Trond / Manning, Christopher (2005): “Incorporating Non-local Information into Information Extraction Systems by Gibbs Sampling”, in: Proceedings of the 43nd Annual Meeting of the Association for Computational Linguistics (ACL 2005), pp. 363-370.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__8
916,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Fish, Stanley E. (1970): „Literature in the Reader: Affective Stylistics“, in: New Literary History 1(2): 123–162.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__9
917,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Funke, Mandy (2003). „Das Abenteuer der Fragebögen. Aspekte zur empirischen Wirkungsforschung in der DDR"". Wissenschaft und Systemveränderung. Rezeptionsforschung in Ost und West – Eine konvergente Entwicklung? Euphorion. Band 44. Hrsg. v. Wolfgang Adam, Holger Dainat & Gunther Schandera, 119–126. Heidelberg.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__10
918,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Groeben, Norbert (1979). „Zur Relevanz empirischer Konkretisationserhebungen für die Literaturwissenschaft"". Empirie in Literatur- und Kunstwissenschaft. Grundfragen der Literaturwissenschaft. Hrsg. v. Siegfried J. Schmidt, 43–82. München.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__11
919,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Iser, Wolfgang (1976). Der Akt des Lesens. Theorie ästhetischer Wirkung. Band 636. München.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__12
920,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Page, Lawrence / Brin, Sergey / Motwani, Rajeev / Winograd, Terry (1999): “The PageRank Citation Ranking: Bringing Order to the Web” , technical Report. Stanford InfoLab.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__13
921,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Schleiermacher, Friedrich (1838): Hermeneutik und Kritik mit besonderer Beziehung auf das Neue Testament. Aus Schleiermachers handschriftlichem Nachlasse und nachgeschriebenen Vorlesungen herausgegeben von Friedrich Lücke. In: Friedrich Schleiermacher’s sämmtliche Werke. Berlin: Reimer.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__14
922,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Schmid, Wolf (2005): Elemente der Narratologie. Narratologia. Band 8. Berlin.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__15
923,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Veldhues, Christoph (1995): ""Gleich- und Gegenüberstellung"".Intratextuelle und intertextuelle Bedeutung in der Literatur. Zeitschrift für französische Sprache und Literatur 40/3 (1995), 243-267.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__16
924,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Willand, Marcus (2014): Lesermodelle und Lesertheorien. Historische und systematische Perspektiven. Narratologia. Band 41. Berlin.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__17
925,Was Lesende denken: Assoziationen zu Büchern in Sozialen Medien,"Wübben, Yvonne (2009). „Lesen als Mentalisieren? Neuere kognitionswissenschaftliche Ansätze in der Leseforschung"". Literatur und Kognition. Bestandsaufnahmen und Perspektiven eines Arbeitsfeldes. Poetogenesis. Band 6. Hrsg. v. Martin Huber & Simone Winko, 29–44. Paderborn.",../dhd_2018/TEI/BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml__18
926,Eine Fallstudie zur Annotation von Vagheit in Werken Dimitrie Cantemirs,"Cantemir, Dimitrie, (1771) Beschreibung der Moldau, Faksimiledruck der Originalausgabe von 1771, Frankfurt und Leipzig",../dhd_2018/TEI/VERTAN_Cristina_Eine_Fallstudie_zur_Annotation_von_Vagheit_i.xml__0
927,Eine Fallstudie zur Annotation von Vagheit in Werken Dimitrie Cantemirs,"Cantemir, Dimitrie, (1745) Geschichte des osmanischen Reichs nach seinem Anwachse und Abnehmen, 1745, Herold, Hamburg",../dhd_2018/TEI/VERTAN_Cristina_Eine_Fallstudie_zur_Annotation_von_Vagheit_i.xml__1
928,Eine Fallstudie zur Annotation von Vagheit in Werken Dimitrie Cantemirs,"Pinkal, Manfred,(1981) Semantische Vagheit: Phänomene und Theorien, Teil I/II. In: Linguistische Berichte Nr. 7/72, Wiesbaden 1980/1981.",../dhd_2018/TEI/VERTAN_Cristina_Eine_Fallstudie_zur_Annotation_von_Vagheit_i.xml__2
929,Eine Fallstudie zur Annotation von Vagheit in Werken Dimitrie Cantemirs,"Vertan, Cristina / von Hahn, Walther / Dinu, Anca (2017) On the annotation of vague expressions: a case study on Romanian historical texts, Proceedings of the first Workshop on Language Technology for Digital Humanities in Central and (South-) Eastern Europe, in association with RANL 2017, Varna",../dhd_2018/TEI/VERTAN_Cristina_Eine_Fallstudie_zur_Annotation_von_Vagheit_i.xml__3
930,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Agarwal, A. / Corvalan, A. / Jensen, J. / Rambow, O. (2012): “Social Network Analysis of Alice in Wonderland”, in: CLfL@ NAACL-HLT 88-96.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__0
931,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Agarwal, A. / Kotalwar, A. / Rambow, O. (2013): “Automatic Extraction of Social Networks from Literary Text. A Case Study on Alice in Wonderland”, in: IJCNLP 1202-1208.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__1
932,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Beveridge, A. / Shan, J., (2016): “Network of thrones”, in: Math Horizons, 23(4): 18-22.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__2
933,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Bondy, J.A. / Murty, U.S.R. (1976): Graph theory with applications (Vol. 290). London: Macmillan.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__3
934,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Burrows, J.F. (1987): “Word-patterns and story-shapes: The statistical analysis of narrative style”, in: Literary & Linguistic Computing, 2(2): 61-70.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__4
935,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Elson, D.K. / Dames, N. / McKeown, K.R. (2010): “Extracting social networks from literary fiction”, in: Proceedings of the 48th annual meeting of the association for computational linguistics 138-147. Association for Computational Linguistics.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__5
936,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Heuser, R., F. Moretti / E. Steiner (2016): The Emotions of London. Technical report. Stanford University. Pamphlets of the Stanford Literary Lab.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__6
937,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Jayannavar, P. / Agarwal, A. / Ju, M. and Rambow, O. (2015): “Validating Literary Theories Using Automatic Social Network Extraction”, in CLfL@ NAACL-HLT 32-41.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__7
938,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Jockers, M.L. / Underwood, T. (2016): “Text‐Mining the Humanities”, in: Schreibman, Susan / Siemens, Ray / Unsworth, John (eds.): A New Companion to Digital Humanities 291-306.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__8
939,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Kim, E. / Padó, S. / Klinger, R. (2017): “Investigating the Relationship between Literary Genres and Emotional Plot Development”, in: Proceedings of the Joint SIGHUM Workshop on Computational Linguistics for Cultural Heritage, Social Sciences, Humanities and Literature 17-26.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__9
940,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Klinger, R. / Sulliya S.S. / Reiter N. (2016): “Automatic Emotion Detection for Quantitative Literary Studies -- A Case Study on Kafka's ‘Das Schloss’ and ‘Amerika’”, in: Digital Humanities (DH), Conference Abstracts, Kraków, Poland, 2016.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__10
941,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Michel, J.B. / Shen, Y.K. / Aiden, A.P. / Veres, A. / Gray, M.K. / Pickett, J.P. / Hoiberg, D. / Clancy, D. / Norvig, P. / Orwant, J. / Pinker, S. (2011): “Quantitative analysis of culture using millions of digitized books”, in: science, 331(6014) 176-182.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__11
942,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Moretti, F. (2005): Graphs, maps, trees: abstract models for a literary history. Verso.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__12
943,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Moretti, F. (2011). Network theory, plot analysis. Stanford Literary Lab Pamphlet Series 2. Available at: https://litlab.stanford.edu/LiteraryLabPamphlet2.pdf",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__13
944,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Murr, S. / Barth, F. (2017): Digital Analysis of the Literary Reception of J.W. v. Goethe’s ‘Die Leiden des jungen Werthers’, in: Digital Humanities (DH), Conference Abstracts, Montreal, Canada 2017.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__14
945,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Nalisnick, E.T. / Baird, H.S. (2013): “Extracting sentiment networks from Shakespeare's plays”, in: Document Analysis and Recognition (ICDAR), 2013 12th International Conference on IEEE 758-762.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__15
946,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Park, G.M. / Kim, S.H. / Cho, H.G. (2013): “Structural analysis on social network constructed from characters in literature texts”, in: Journal of Computers, 8(9): 2442-2447.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__16
947,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"Rydberg-Cox, J., (2011): “Social networks and the language of greek tragedy”, in: Journal of the Chicago Colloquium on Digital Humanities and Computer Science (Vol. 1, No. 3).",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__17
948,A Reporting Tool for Relational Visualization and Analysis of Character Mentions in Literature,"West, D.B. (2001): Introduction to graph theory (Vol. 2). Upper Saddle River: Prentice Hall.",../dhd_2018/TEI/KLINGER_Roman_A_Reporting_Tool_for_Relational_Visualization_.xml__18
949,"Liebe und Tod in der Deutschen Nationalbibliothek 
                     Der DNB-Katalog als Forschungsobjekt der digitalen Literaturwissenschaft",Das Arbeitsrepositorium ist unter < > zu finden.,../dhd_2018/TEI/FISCHER_Frank__Liebe_und_Tod_in_der_Deutschen_Nationalbiblio.xml__0
950,"Liebe und Tod in der Deutschen Nationalbibliothek 
                     Der DNB-Katalog als Forschungsobjekt der digitalen Literaturwissenschaft","Bergengruen, Werner (1960): Titulus. Das ist: Miszellen, Kollektaneen u. fragmentar., mit gelegentl. Irrtümern durchsetzte Gedanken zur Naturgeschichte d. dt. Buchtitels oder unbetitelter Lebensroman e. Bibliotheksbeamten. Zürich: Verlag der Arche.",../dhd_2018/TEI/FISCHER_Frank__Liebe_und_Tod_in_der_Deutschen_Nationalbiblio.xml__1
951,"Liebe und Tod in der Deutschen Nationalbibliothek 
                     Der DNB-Katalog als Forschungsobjekt der digitalen Literaturwissenschaft","DNB (2017): »Wir über uns«, Stand 16.03.2017. URL: < >.",../dhd_2018/TEI/FISCHER_Frank__Liebe_und_Tod_in_der_Deutschen_Nationalbiblio.xml__2
952,"Liebe und Tod in der Deutschen Nationalbibliothek 
                     Der DNB-Katalog als Forschungsobjekt der digitalen Literaturwissenschaft","Fischer, Frank; Jäschke, Robert (2018): Ein Quantum Literatur. Empirische Daten zu einer Theorie des literarischen Textumfangs. DFG-Symposium »Digitale Literaturwissenschaft«. Villa Vigoni, 9.–13. Oktober 2017. (Entsprechender Sammelband erscheint demnächst.)",../dhd_2018/TEI/FISCHER_Frank__Liebe_und_Tod_in_der_Deutschen_Nationalbiblio.xml__3
953,"Liebe und Tod in der Deutschen Nationalbibliothek 
                     Der DNB-Katalog als Forschungsobjekt der digitalen Literaturwissenschaft","Häntzschel, Günter; Hummel, Adrian; Zedler, Jörg (2009): Deutschsprachige Buchkultur der 1950er Jahre. Fiktionale Literatur in Quellen, Analysen und Interpretationen. Wiesbaden: Harrassowitz 2009. URL: < >.",../dhd_2018/TEI/FISCHER_Frank__Liebe_und_Tod_in_der_Deutschen_Nationalbiblio.xml__4
954,"Liebe und Tod in der Deutschen Nationalbibliothek 
                     Der DNB-Katalog als Forschungsobjekt der digitalen Literaturwissenschaft","Moretti, Franco (2009): Style Inc. Reflections on Seven Thousand Titles (British Novels, 1740–1850). In: Critical Inquiry, Vol. 36, No. 1 (Autumn 2009), S. 134–158.",../dhd_2018/TEI/FISCHER_Frank__Liebe_und_Tod_in_der_Deutschen_Nationalbiblio.xml__5
955,"Liebe und Tod in der Deutschen Nationalbibliothek 
                     Der DNB-Katalog als Forschungsobjekt der digitalen Literaturwissenschaft","Pandzko, Jim ; Böhmermann, Jan (2017): Menschen Leben Tanzen Welt [Musikvideo]. In: Neo Magazin Royale, 05.04.2017. URL: < >.",../dhd_2018/TEI/FISCHER_Frank__Liebe_und_Tod_in_der_Deutschen_Nationalbiblio.xml__6
956,"Liebe und Tod in der Deutschen Nationalbibliothek 
                     Der DNB-Katalog als Forschungsobjekt der digitalen Literaturwissenschaft","Schmidt, Ben (2017): A brief visual history of MARC cataloging at the Library of Congress. In: Sapping Attention [Blog], 16.05.2017. URL: < >.",../dhd_2018/TEI/FISCHER_Frank__Liebe_und_Tod_in_der_Deutschen_Nationalbiblio.xml__7
957,VedaWeb – eine webbasierte Plattform für die Erforschung altindischer Texte,"Geldner, Karl Friedrich (2003) [1951-57]: Der Rig-Veda. Aus dem Sanskrit ins Deutsche übersetzt und mit einem laufenden Kommentar versehen von Karl Friedrich Geldner. Cambridge (Mass.): Harvard University Press.",../dhd_2018/TEI/NEUEFEIND_Claes__VedaWeb___eine_webbasierte_Plattform_f_r_di.xml__0
958,VedaWeb – eine webbasierte Plattform für die Erforschung altindischer Texte,"Grassmann, Hermann (1873): Wörterbuch zum Rig-veda. Wiesbaden, O. Harrassowitz.",../dhd_2018/TEI/NEUEFEIND_Claes__VedaWeb___eine_webbasierte_Plattform_f_r_di.xml__1
